2024-03-05 22:38:16,893: root: INFO: AlgoTrader : Executing the initialize lifecycle method
2024-03-05 22:38:17,280: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-03-05 22:38:17,281: root: INFO: AlgoTrader : Executing the before_market_opens lifecycle method
2024-03-05 22:38:17,281: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-03-05 22:38:17,281: root: INFO: AlgoTrader : Executing the before_starting_trading lifecycle method
2024-03-05 22:38:17,282: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-03-05 22:38:17[0m
2024-03-05 22:38:17,282: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,286: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,286: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-03-05 22:38:17,287: root: INFO: [34mTrading iteration ended at 2024-03-05 22:38:17[0m
2024-03-05 22:38:17,287: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-05 22:38:17,287: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,287: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,288: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-03-05 22:38:17,288: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-03-05 22:38:17,288: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-03-05 22:38:17,288: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-03-05 22:38:17,290: root: INFO: AlgoTrader : [34mSleeping for 86400 seconds[0m
2024-03-05 22:38:17,290: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-03-05 22:38:17,290: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-03-05 22:38:17,291: root: INFO: [34mThe market is not currently open, skipping this trading iteration[0m
2024-03-05 22:38:17,291: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-05 22:38:17,291: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,291: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,291: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-05 22:38:17,291: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,291: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,292: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-05 22:38:17,292: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,292: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,292: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-05 22:38:17,292: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,292: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,292: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-03-05 22:38:17,293: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-05 22:38:17,293: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,293: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,293: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-05 22:38:17,293: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,293: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,294: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-03-05 22:38:17,294: root: INFO: AlgoTrader : Executing the after_market_closes lifecycle method
2024-03-05 22:38:17,294: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-05 22:38:17,294: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,294: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,294: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-05 22:38:17,294: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,294: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,295: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-03-05 22:38:17,295: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,295: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,296: root: INFO: AlgoTrader : Executing the before_market_opens lifecycle method
2024-03-05 22:38:17,296: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-05 22:38:17,296: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,296: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,296: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-03-05 22:38:17,296: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-03-05 22:38:17,296: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
